t,det_l,det_r,x,y,z,dist,ipd,yaw,pitch,roll,arousal,valence,change,dwell,absent,approach,attending,state,det_ms,fsm_state,fsm_row
93.570,1,1,0.0014,0.2074,-0.4150,0.4639,0.0676,-9.16,-3.51,5.95,0.086,-0.039,0.479,2.58,0.00,-0.004,1,neutral,10.2,NEUTRAL,
93.618,1,1,0.0014,0.2075,-0.4153,0.4642,0.0660,-8.97,-4.38,5.75,0.087,-0.037,0.406,2.62,0.00,-0.004,1,neutral,10.2,NEUTRAL,
93.667,1,1,0.0012,0.2080,-0.4161,0.4652,0.0687,-9.61,-4.83,5.76,0.081,-0.041,0.470,2.67,0.00,-0.007,1,neutral,10.1,NEUTRAL,
93.712,1,1,0.0011,0.2091,-0.4180,0.4674,0.0664,-8.95,-4.18,5.83,0.081,-0.041,0.474,2.72,0.00,-0.016,1,neutral,10.0,NEUTRAL,
93.762,1,1,0.0009,0.2098,-0.4198,0.4693,0.0712,-9.53,-3.74,5.76,0.078,-0.042,0.429,2.77,0.00,-0.020,1,neutral,10.4,NEUTRAL,
93.809,1,1,0.0009,0.2093,-0.4189,0.4683,0.0663,-9.22,-4.07,5.65,0.078,-0.041,0.400,2.82,0.00,-0.012,1,neutral,10.3,NEUTRAL,
93.857,1,1,0.0009,0.2079,-0.4163,0.4653,0.0701,-9.07,-3.62,5.79,0.080,-0.038,0.363,2.86,0.00,0.003,1,neutral,10.2,NEUTRAL,
93.905,1,1,0.0009,0.2077,-0.4158,0.4648,0.0666,-9.12,-3.51,6.18,0.074,-0.044,0.484,2.91,0.00,0.004,1,neutral,10.0,NEUTRAL,
93.954,1,1,0.0010,0.2071,-0.4146,0.4634,0.0685,-9.13,-3.39,5.69,0.073,-0.045,0.486,2.96,0.00,0.009,1,neutral,10.0,NEUTRAL,
94.017,1,1,0.0010,0.2068,-0.4144,0.4631,0.0677,-9.49,-3.02,5.95,0.074,-0.043,0.425,3.02,0.00,0.008,1,neutral,10.4,NEUTRAL,
94.066,1,1,0.0011,0.2071,-0.4150,0.4638,0.0659,-9.02,-4.22,6.31,0.088,-0.036,0.590,3.07,0.00,0.004,1,neutral,10.1,NEUTRAL,
94.113,1,1,0.0012,0.2076,-0.4156,0.4646,0.0665,-9.17,-3.77,5.77,0.088,-0.034,0.661,3.12,0.00,-0.000,1,neutral,9.9,NEUTRAL,
94.162,1,1,0.0012,0.2074,-0.4152,0.4641,0.0651,-9.33,-4.49,5.49,0.093,-0.033,0.604,3.17,0.00,0.002,1,neutral,10.1,NEUTRAL,
94.209,1,1,0.0014,0.2068,-0.4140,0.4627,0.0666,-8.74,-3.78,6.13,0.095,-0.032,0.510,3.22,0.00,0.007,1,neutral,10.1,NEUTRAL,
94.258,1,1,0.0013,0.2071,-0.4144,0.4633,0.0679,-9.54,-4.49,6.12,0.102,-0.034,0.513,3.26,0.00,0.003,1,neutral,9.8,NEUTRAL,
94.305,1,1,0.0014,0.2073,-0.4148,0.4637,0.0670,-9.42,-4.13,5.78,0.104,-0.031,0.518,3.31,0.00,0.001,1,neutral,10.0,NEUTRAL,
94.353,1,1,0.0014,0.2076,-0.4153,0.4643,0.0658,-9.64,-4.57,6.10,0.110,-0.028,0.504,3.36,0.00,-0.002,1,neutral,10.2,NEUTRAL,
94.417,1,1,0.0014,0.2082,-0.4162,0.4654,0.0653,-9.75,-4.21,5.63,0.111,-0.025,0.448,3.42,0.00,-0.005,1,neutral,10.7,NEUTRAL,
94.465,1,1,0.0013,0.2078,-0.4160,0.4650,0.0679,-9.26,-3.89,6.06,0.114,-0.023,0.402,3.47,0.00,-0.002,1,neutral,10.0,NEUTRAL,
94.514,1,1,0.0013,0.2074,-0.4153,0.4642,0.0661,-9.46,-4.65,5.92,0.115,-0.022,0.362,3.52,0.00,0.002,1,neutral,10.1,NEUTRAL,
94.562,1,1,0.0014,0.2072,-0.4147,0.4636,0.0681,-9.45,-4.39,5.94,0.115,-0.023,0.327,3.57,0.00,0.004,1,neutral,10.4,NEUTRAL,
94.609,1,1,0.0012,0.2072,-0.4150,0.4639,0.0681,-9.93,-4.06,5.87,0.124,-0.018,0.454,3.62,0.00,0.002,1,neutral,10.3,NEUTRAL,
94.658,1,1,0.0012,0.2069,-0.4143,0.4631,0.0648,-9.37,-3.91,5.73,0.113,-0.022,0.687,3.66,0.00,0.005,1,neutral,9.9,NEUTRAL,
94.705,1,1,0.0012,0.2067,-0.4141,0.4628,0.0660,-9.41,-2.88,6.11,0.104,-0.025,0.557,3.71,0.00,0.005,1,neutral,10.0,NEUTRAL,
94.753,1,1,0.0012,0.2066,-0.4138,0.4625,0.0658,-9.43,-3.32,6.15,0.104,-0.024,0.564,3.76,0.00,0.005,1,neutral,9.9,NEUTRAL,
94.818,1,1,0.0010,0.2070,-0.4146,0.4634,0.0690,-9.94,-3.61,5.93,0.097,-0.026,0.548,3.82,0.00,0.001,1,neutral,10.6,NEUTRAL,
94.866,1,1,0.0011,0.2063,-0.4135,0.4621,0.0672,-8.95,-2.89,6.05,0.101,-0.024,0.614,3.87,0.00,0.006,1,neutral,10.1,NEUTRAL,
94.912,1,1,0.0011,0.2061,-0.4131,0.4617,0.0663,-9.62,-4.57,6.06,0.097,-0.026,0.633,3.92,0.00,0.007,1,neutral,10.2,NEUTRAL,
94.962,1,1,0.0012,0.2059,-0.4127,0.4612,0.0680,-8.86,-3.33,5.87,0.099,-0.025,0.583,3.97,0.00,0.008,1,neutral,10.2,NEUTRAL,
95.011,1,1,0.0010,0.2064,-0.4132,0.4619,0.0661,-9.77,-3.97,5.96,0.092,-0.026,0.585,4.02,0.00,0.003,1,neutral,10.0,NEUTRAL,
95.058,1,1,0.0008,0.2075,-0.4139,0.4629,0.0669,-10.16,-5.02,5.89,0.100,-0.026,0.688,4.06,0.00,-0.002,1,neutral,10.0,NEUTRAL,
95.105,1,1,0.0008,0.2093,-0.4117,0.4618,0.0693,-10.15,-8.17,6.59,0.117,-0.018,0.783,4.11,0.00,0.003,1,neutral,10.1,NEUTRAL,
95.153,1,1,0.0010,0.2128,-0.4071,0.4594,0.0684,-10.64,-18.29,6.72,0.165,-0.016,1.230,4.16,0.00,0.013,1,neutral,9.8,NEUTRAL,
95.217,1,1,0.0018,0.2153,-0.3993,0.4536,0.0685,-10.48,-25.02,6.52,0.220,-0.011,1.215,0.00,0.00,0.028,0,neutral,10.1,NEUTRAL,
95.265,1,1,0.0028,0.2200,-0.3963,0.4533,0.0670,-9.67,-26.49,5.69,0.305,-0.002,1.712,0.00,0.00,0.024,0,excited,10.0,NEUTRAL,
95.314,1,1,0.0038,0.2224,-0.3970,0.4551,0.0658,-8.58,-21.74,5.61,0.308,0.001,2.376,0.00,0.00,0.012,0,excited,10.1,NEUTRAL,
95.362,1,1,0.0045,0.2201,-0.4014,0.4578,0.0650,-7.92,-8.77,4.79,0.261,-0.002,2.737,0.05,0.00,-0.002,1,excited,10.0,NEUTRAL,
95.409,1,1,0.0059,0.2111,-0.4051,0.4569,0.0659,-5.86,3.51,4.74,0.212,-0.011,2.442,0.10,0.00,0.002,1,neutral,10.0,NEUTRAL,
95.457,1,1,0.0069,0.2037,-0.4088,0.4568,0.0639,-5.51,6.81,5.05,0.174,-0.018,1.990,0.14,0.00,0.002,1,neutral,10.1,NEUTRAL,
95.505,1,1,0.0077,0.2014,-0.4088,0.4558,0.0661,-5.15,-0.43,5.40,0.147,-0.026,1.649,0.19,0.00,0.006,1,neutral,10.1,NEUTRAL,
95.553,1,1,0.0084,0.2037,-0.4067,0.4550,0.0664,-5.66,-7.12,5.12,0.139,-0.022,1.583,0.24,0.00,0.008,1,neutral,10.2,NEUTRAL,
95.617,1,1,0.0092,0.2058,-0.4036,0.4531,0.0657,-5.42,-10.22,4.96,0.147,-0.013,1.448,0.30,0.00,0.012,1,neutral,10.4,NEUTRAL,
95.666,1,1,0.0099,0.2088,-0.4079,0.4583,0.0663,-5.56,-6.56,4.75,0.131,-0.015,1.547,0.35,0.00,-0.012,1,neutral,10.2,NEUTRAL,
95.729,1,1,0.0103,0.2044,-0.4120,0.4600,0.0643,-5.35,3.53,4.96,0.107,-0.029,1.448,0.42,0.00,-0.015,1,neutral,10.5,NEUTRAL,
95.779,1,1,0.0099,0.1982,-0.4130,0.4582,0.0631,-5.62,6.36,5.35,0.090,-0.036,1.196,0.46,0.00,-0.004,1,neutral,10.2,NEUTRAL,
95.825,1,1,0.0088,0.1956,-0.4105,0.4548,0.0711,-6.83,1.58,5.53,0.083,-0.038,1.085,0.51,0.00,0.011,1,neutral,10.2,NEUTRAL,
95.875,1,1,0.0076,0.1993,-0.4095,0.4555,0.0690,-7.79,-6.06,5.90,0.089,-0.034,1.063,0.56,0.00,0.006,1,neutral,10.0,NEUTRAL,
95.921,1,1,0.0071,0.2026,-0.4045,0.4525,0.0651,-7.30,-10.10,5.47,0.107,-0.020,1.160,0.61,0.00,0.018,1,neutral,10.2,NEUTRAL,
95.970,1,1,0.0072,0.2055,-0.4047,0.4539,0.0658,-6.79,-9.06,5.06,0.117,-0.011,1.013,0.66,0.00,0.008,1,neutral,10.3,NEUTRAL,
96.034,1,1,0.0077,0.2031,-0.4057,0.4537,0.0635,-5.95,-0.78,4.38,0.104,-0.013,1.072,0.72,0.00,0.007,1,neutral,10.6,NEUTRAL,
96.081,1,1,0.0084,0.1969,-0.4092,0.4542,0.0674,-4.93,7.01,4.30,0.088,-0.026,1.076,0.77,0.00,0.004,1,neutral,10.2,NEUTRAL,
96.129,1,1,0.0088,0.1901,-0.4099,0.4519,0.0657,-5.37,8.86,5.03,0.077,-0.038,0.904,0.82,0.00,0.013,1,neutral,10.3,NEUTRAL,
96.177,1,1,0.0085,0.1873,-0.4063,0.4475,0.0655,-5.33,4.12,4.38,0.072,-0.042,0.827,0.86,0.00,0.029,1,neutral,10.2,NEUTRAL,
96.226,1,1,0.0083,0.1912,-0.4055,0.4484,0.0655,-5.71,-3.08,4.41,0.070,-0.042,0.715,0.91,0.00,0.019,1,neutral,10.3,NEUTRAL,
96.273,1,1,0.0086,0.1956,-0.4043,0.4493,0.0689,-5.43,-6.75,4.51,0.073,-0.036,0.690,0.96,0.00,0.012,1,neutral,10.0,NEUTRAL,
96.321,1,1,0.0092,0.1980,-0.4046,0.4505,0.0646,-4.91,-2.99,3.89,0.070,-0.033,0.637,1.01,0.00,0.004,1,neutral,10.0,NEUTRAL,
96.370,1,1,0.0098,0.1957,-0.4075,0.4521,0.0639,-5.15,3.38,4.55,0.068,-0.032,0.545,1.06,0.00,-0.003,1,neutral,10.4,NEUTRAL,
96.417,1,1,0.0102,0.1918,-0.4127,0.4552,0.0635,-5.75,8.51,4.84,0.067,-0.032,0.454,1.10,0.00,-0.016,1,neutral,10.1,NEUTRAL,
96.465,1,1,0.0099,0.1853,-0.4147,0.4543,0.0631,-6.13,11.92,4.95,0.062,-0.036,0.446,1.15,0.00,-0.009,1,neutral,10.1,NEUTRAL,
96.513,1,1,0.0093,0.1800,-0.4118,0.4495,0.0658,-6.42,10.57,5.14,0.067,-0.037,0.484,1.20,0.00,0.013,1,neutral,10.1,NEUTRAL,
96.562,1,1,0.0084,0.1799,-0.4104,0.4481,0.0654,-6.79,6.26,4.64,0.069,-0.033,0.467,1.25,0.00,0.016,1,neutral,10.2,NEUTRAL,
96.625,1,1,0.0075,0.1845,-0.4098,0.4495,0.0659,-8.10,-0.53,4.41,0.070,-0.031,0.396,1.31,0.00,0.008,1,neutral,10.1,NEUTRAL,
96.673,1,1,0.0072,0.1890,-0.4078,0.4495,0.0638,-8.09,-3.63,4.37,0.068,-0.033,0.389,1.36,0.00,0.007,1,neutral,10.3,NEUTRAL,
96.721,1,1,0.0069,0.1927,-0.4061,0.4495,0.0649,-8.12,-5.91,4.22,0.081,-0.028,0.579,1.41,0.00,0.005,1,neutral,10.1,NEUTRAL,
96.770,1,1,0.0066,0.1957,-0.4053,0.4501,0.0646,-8.28,-4.74,3.94,0.081,-0.031,0.666,1.46,0.00,0.002,1,neutral,10.0,NEUTRAL,
96.834,1,1,0.0062,0.1977,-0.4046,0.4503,0.0655,-9.06,-4.88,4.21,0.086,-0.028,0.624,1.52,0.00,0.001,1,neutral,10.7,NEUTRAL,
96.880,1,1,0.0055,0.1996,-0.4051,0.4516,0.0676,-8.66,-4.04,4.20,0.088,-0.031,0.584,1.57,0.00,-0.005,1,neutral,10.1,YES,12
96.933,1,1,0.0050,0.2009,-0.4060,0.4530,0.0655,-8.95,-3.98,4.59,0.082,-0.033,0.579,1.62,0.00,-0.009,1,neutral,9.9,YES,
96.978,1,1,0.0044,0.2023,-0.4075,0.4549,0.0669,-8.72,-3.76,4.80,0.081,-0.032,0.550,1.66,0.00,-0.016,1,neutral,9.8,YES,
97.027,1,1,0.0038,0.2035,-0.4086,0.4565,0.0675,-9.14,-3.55,4.80,0.090,-0.029,0.584,1.71,0.00,-0.019,1,neutral,10.2,YES,
97.094,1,1,0.0034,0.2037,-0.4084,0.4564,0.0651,-9.31,-3.53,4.77,0.083,-0.033,0.632,1.78,0.00,-0.015,1,neutral,12.1,YES,
97.153,1,1,0.0031,0.2033,-0.4076,0.4555,0.0649,-8.52,-4.27,4.91,0.082,-0.036,0.558,1.84,0.00,-0.009,1,neutral,11.1,YES,
97.201,1,1,0.0025,0.2032,-0.4070,0.4549,0.0659,-9.74,-4.33,5.29,0.095,-0.033,0.680,1.89,0.00,-0.005,1,neutral,10.3,YES,
97.250,1,1,0.0019,0.2032,-0.4070,0.4549,0.0660,-10.13,-4.61,5.11,0.092,-0.035,0.760,1.94,0.00,-0.004,1,neutral,9.9,YES,
97.297,1,1,0.0015,0.2045,-0.4087,0.4570,0.0686,-9.46,-4.83,5.07,0.093,-0.035,0.689,1.98,0.00,-0.012,1,neutral,10.0,YES,
97.346,1,1,0.0012,0.2043,-0.4085,0.4567,0.0680,-9.76,-4.05,5.50,0.087,-0.037,0.682,2.03,0.00,-0.008,1,neutral,10.1,YES,
97.392,1,1,0.0009,0.2041,-0.4082,0.4564,0.0648,-9.72,-3.96,5.65,0.088,-0.036,0.648,2.08,0.00,-0.005,1,neutral,10.1,YES,
97.442,1,1,0.0006,0.2039,-0.4084,0.4565,0.0663,-9.88,-3.60,5.30,0.089,-0.039,0.590,2.13,0.00,-0.005,1,neutral,10.5,YES,
97.492,1,1,-0.0000,0.2051,-0.4107,0.4591,0.0668,-9.96,-3.94,5.59,0.084,-0.039,0.569,2.18,0.00,-0.014,1,neutral,10.1,NEUTRAL,14
97.554,1,1,-0.0001,0.2043,-0.4094,0.4576,0.0650,-9.74,-3.39,5.52,0.089,-0.037,0.576,2.24,0.00,-0.006,1,neutral,10.3,NEUTRAL,
97.601,1,1,-0.0001,0.2029,-0.4073,0.4550,0.0668,-9.55,-4.13,5.50,0.089,-0.039,0.540,2.29,0.00,0.006,1,neutral,10.3,NEUTRAL,
97.649,1,1,-0.0001,0.2011,-0.4047,0.4519,0.0672,-10.21,-2.71,5.74,0.095,-0.037,0.535,2.34,0.00,0.018,1,neutral,10.0,NEUTRAL,
97.698,1,1,-0.0003,0.2022,-0.4066,0.4541,0.0642,-10.13,-5.33,5.56,0.092,-0.037,0.540,2.38,0.00,0.005,1,neutral,10.4,NEUTRAL,
97.746,1,1,-0.0006,0.2035,-0.4096,0.4573,0.0694,-9.89,-2.89,5.70,0.087,-0.040,0.499,2.43,0.00,-0.009,1,neutral,10.0,NEUTRAL,
97.793,1,1,-0.0004,0.2018,-0.4077,0.4549,0.0634,-9.85,-2.18,5.37,0.087,-0.042,0.452,2.48,0.00,0.003,1,neutral,10.2,NEUTRAL,
97.842,1,1,-0.0005,0.2011,-0.4079,0.4548,0.0662,-10.49,-2.20,5.70,0.094,-0.037,0.537,2.53,0.00,0.003,1,neutral,10.2,NEUTRAL,
97.890,1,1,-0.0005,0.1999,-0.4068,0.4533,0.0687,-10.33,-2.44,5.59,0.090,-0.033,0.592,2.58,0.00,0.008,1,neutral,10.1,NEUTRAL,
97.938,1,1,-0.0005,0.1988,-0.4054,0.4515,0.0661,-9.90,-2.30,5.82,0.097,-0.030,0.640,2.62,0.00,0.014,1,neutral,10.3,NEUTRAL,
97.986,1,1,-0.0004,0.1974,-0.4036,0.4492,0.0696,-9.24,-1.16,5.28,0.100,-0.027,0.566,2.67,0.00,0.021,1,neutral,10.0,NEUTRAL,
98.034,1,1,-0.0007,0.1967,-0.4024,0.4479,0.0694,-9.61,-0.83,5.50,0.098,-0.023,0.522,2.72,0.00,0.022,1,neutral,10.1,NEUTRAL,
98.081,1,1,-0.0006,0.1968,-0.4028,0.4482,0.0669,-10.50,-2.68,5.50,0.104,-0.024,0.574,2.77,0.00,0.016,1,neutral,10.1,NEUTRAL,
98.130,1,1,-0.0005,0.1961,-0.4019,0.4471,0.0654,-9.76,-1.86,5.49,0.093,-0.028,0.742,2.82,0.00,0.018,1,neutral,10.3,NEUTRAL,
98.177,1,1,-0.0006,0.1971,-0.4040,0.4496,0.0641,-10.38,-2.88,5.96,0.094,-0.029,0.767,2.86,0.00,0.004,1,neutral,10.2,NEUTRAL,
98.226,1,1,-0.0006,0.1983,-0.4065,0.4523,0.0652,-9.75,-2.28,5.65,0.093,-0.030,0.636,2.91,0.00,-0.008,1,neutral,10.3,NEUTRAL,
98.273,1,1,-0.0007,0.1977,-0.4053,0.4510,0.0655,-9.97,-2.28,5.86,0.091,-0.031,0.536,2.96,0.00,-0.001,1,neutral,10.1,NEUTRAL,
98.321,1,1,-0.0007,0.1974,-0.4043,0.4500,0.0667,-9.85,-3.45,5.89,0.091,-0.039,0.565,3.01,0.00,0.003,1,neutral,10.1,NEUTRAL,
98.370,1,1,-0.0007,0.1974,-0.4035,0.4491,0.0711,-9.86,-2.25,6.29,0.091,-0.046,0.470,3.06,0.00,0.006,1,neutral,10.3,NEUTRAL,
98.433,1,1,-0.0011,0.1987,-0.4042,0.4504,0.0672,-11.03,-3.28,6.47,0.091,-0.043,0.486,3.12,0.00,0.001,1,neutral,10.5,NEUTRAL,
98.481,1,1,-0.0016,0.2005,-0.4068,0.4535,0.0655,-11.78,-4.09,6.65,0.097,-0.043,0.500,3.17,0.00,-0.012,1,neutral,10.1,NEUTRAL,
98.529,1,1,-0.0018,0.2010,-0.4068,0.4537,0.0709,-11.51,-3.26,6.91,0.092,-0.047,0.587,3.22,0.00,-0.011,1,neutral,10.2,NEUTRAL,
98.577,1,1,-0.0019,0.2005,-0.4050,0.4519,0.0652,-11.58,-3.95,6.80,0.086,-0.049,0.510,3.26,0.00,-0.001,1,neutral,10.3,NEUTRAL,
98.626,1,1,-0.0022,0.2018,-0.4063,0.4536,0.0675,-11.72,-4.14,6.93,0.083,-0.053,0.445,3.31,0.00,-0.008,1,neutral,10.1,NEUTRAL,
98.674,1,1,-0.0024,0.2025,-0.4070,0.4546,0.0656,-11.06,-3.36,6.97,0.084,-0.054,0.416,3.36,0.00,-0.010,1,neutral,10.0,NEUTRAL,
98.721,1,1,-0.0025,0.2019,-0.4057,0.4532,0.0668,-11.22,-4.12,6.90,0.086,-0.052,0.376,3.41,0.00,-0.002,1,neutral,10.2,NEUTRAL,
98.770,1,1,-0.0026,0.2022,-0.4061,0.4536,0.0642,-11.66,-3.52,7.06,0.083,-0.054,0.382,3.46,0.00,-0.003,1,neutral,9.9,NEUTRAL,
98.835,1,1,-0.0026,0.2018,-0.4051,0.4526,0.0643,-11.72,-3.59,7.01,0.080,-0.053,0.328,3.52,0.00,0.000,1,neutral,10.7,NEUTRAL,
98.898,1,1,-0.0026,0.2023,-0.4057,0.4534,0.0671,-11.15,-3.98,6.68,0.079,-0.054,0.294,3.58,0.00,-0.002,1,neutral,10.5,NEUTRAL,
98.946,1,1,-0.0026,0.2033,-0.4075,0.4554,0.0636,-11.32,-3.08,7.07,0.081,-0.053,0.282,3.63,0.00,-0.010,1,neutral,10.1,NEUTRAL,
98.994,1,1,-0.0025,0.2037,-0.4081,0.4561,0.0643,-11.27,-3.52,7.09,0.076,-0.062,0.418,3.68,0.00,-0.011,1,neutral,11.1,NEUTRAL,
99.057,1,1,-0.0026,0.2039,-0.4087,0.4567,0.0692,-11.95,-4.58,7.17,0.078,-0.059,0.478,3.74,0.00,-0.011,1,neutral,10.2,NEUTRAL,
99.106,1,1,-0.0027,0.2040,-0.4089,0.4570,0.0650,-11.73,-4.16,6.94,0.086,-0.058,0.490,3.79,0.00,-0.010,1,neutral,10.1,NEUTRAL,
99.153,1,1,-0.0026,0.2041,-0.4089,0.4569,0.0644,-11.02,-3.41,7.13,0.084,-0.054,0.548,3.84,0.00,-0.008,1,neutral,10.1,NEUTRAL,
99.202,1,1,-0.0025,0.2043,-0.4088,0.4570,0.0680,-11.25,-3.80,7.31,0.084,-0.053,0.488,3.89,0.00,-0.006,1,neutral,10.2,NEUTRAL,
99.249,1,1,-0.0024,0.2037,-0.4075,0.4556,0.0690,-11.12,-5.43,7.50,0.087,-0.053,0.443,3.93,0.00,0.001,1,neutral,9.9,NEUTRAL,
99.298,1,1,-0.0024,0.2040,-0.4079,0.4561,0.0646,-11.31,-4.11,7.52,0.085,-0.057,0.446,3.98,0.00,-0.001,1,neutral,10.2,NEUTRAL,
99.345,1,1,-0.0022,0.2029,-0.4061,0.4539,0.0666,-10.77,-4.09,7.54,0.081,-0.058,0.411,4.03,0.00,0.008,1,neutral,10.2,NEUTRAL,
99.394,1,1,-0.0024,0.2030,-0.4062,0.4541,0.0640,-11.72,-3.57,7.40,0.075,-0.064,0.447,4.08,0.00,0.006,1,neutral,10.1,NEUTRAL,
99.441,1,1,-0.0024,0.2029,-0.4059,0.4538,0.0675,-10.94,-4.39,7.29,0.080,-0.058,0.582,4.13,0.00,0.006,1,neutral,10.3,NEUTRAL,
99.489,1,1,-0.0025,0.2024,-0.4049,0.4527,0.0649,-11.21,-3.61,7.15,0.083,-0.056,0.495,4.18,0.00,0.009,1,neutral,10.0,NEUTRAL,
99.537,1,1,-0.0027,0.2017,-0.4038,0.4514,0.0653,-11.20,-3.77,7.32,0.080,-0.067,0.615,4.22,0.00,0.013,1,neutral,10.2,NEUTRAL,
99.586,1,1,-0.0028,0.2027,-0.4056,0.4534,0.0643,-11.40,-4.41,7.74,0.080,-0.063,0.690,4.27,0.00,0.002,1,neutral,10.0,NEUTRAL,
99.650,1,1,-0.0028,0.2017,-0.4039,0.4515,0.0625,-11.36,-3.90,7.43,0.079,-0.058,0.584,4.34,0.00,0.008,1,neutral,10.7,NEUTRAL,
99.714,1,1,-0.0029,0.2014,-0.4036,0.4511,0.0720,-10.74,-3.64,7.21,0.078,-0.060,0.538,4.40,0.00,0.007,1,neutral,10.4,NEUTRAL,
99.761,1,1,-0.0030,0.2019,-0.4044,0.4520,0.0648,-11.28,-3.42,7.30,0.075,-0.057,0.508,4.45,0.00,0.002,1,neutral,10.3,NEUTRAL,
99.809,1,1,-0.0029,0.2019,-0.4042,0.4518,0.0668,-11.58,-4.24,7.68,0.082,-0.051,0.563,4.50,0.00,0.002,1,neutral,10.3,NEUTRAL,
99.858,1,1,-0.0032,0.2025,-0.4055,0.4532,0.0691,-11.56,-4.80,7.40,0.086,-0.048,0.492,4.54,0.00,-0.004,1,neutral,10.1,NEUTRAL,
99.906,1,1,-0.0030,0.2011,-0.4033,0.4507,0.0666,-10.48,-4.19,7.32,0.089,-0.048,0.412,4.59,0.00,0.008,1,neutral,10.3,NEUTRAL,
99.954,1,1,-0.0031,0.2014,-0.4039,0.4513,0.0718,-11.48,-4.49,7.39,0.090,-0.055,0.460,4.64,0.00,0.003,1,neutral,10.1,NEUTRAL,
100.002,1,1,-0.0032,0.2033,-0.4070,0.4550,0.0645,-11.22,-4.56,7.35,0.096,-0.047,0.603,4.69,0.00,-0.012,1,neutral,10.1,NEUTRAL,
100.050,1,1,-0.0032,0.2034,-0.4070,0.4550,0.0665,-11.05,-4.32,7.45,0.095,-0.045,0.589,4.74,0.00,-0.010,1,neutral,10.2,NEUTRAL,
100.098,1,1,-0.0032,0.2027,-0.4059,0.4537,0.0674,-11.43,-4.25,7.43,0.097,-0.042,0.511,4.78,0.00,-0.003,1,neutral,10.3,NEUTRAL,
100.162,1,1,-0.0033,0.2036,-0.4073,0.4553,0.0685,-11.79,-4.92,7.84,0.096,-0.043,0.454,4.85,0.00,-0.007,1,neutral,10.3,NEUTRAL,
100.210,1,1,-0.0032,0.2035,-0.4073,0.4553,0.0679,-11.80,-4.21,7.92,0.094,-0.044,0.383,4.90,0.00,-0.006,1,neutral,10.1,NEUTRAL,
100.257,1,1,-0.0032,0.2032,-0.4070,0.4549,0.0697,-11.21,-3.91,7.42,0.091,-0.045,0.335,4.94,0.00,-0.003,1,neutral,10.0,NEUTRAL,
100.305,1,1,-0.0036,0.2032,-0.4073,0.4552,0.0728,-12.17,-4.35,7.23,0.091,-0.045,0.319,4.99,0.00,-0.003,1,neutral,10.1,NEUTRAL,
100.353,1,1,-0.0040,0.2037,-0.4083,0.4563,0.0680,-12.19,-4.32,7.45,0.096,-0.041,0.350,5.04,0.00,-0.008,1,neutral,10.2,NEUTRAL,
100.402,1,1,-0.0045,0.2030,-0.4074,0.4552,0.0663,-13.03,-4.48,7.40,0.101,-0.040,0.322,5.09,0.00,-0.001,1,neutral,10.0,NEUTRAL,
100.450,1,1,-0.0057,0.2031,-0.4078,0.4556,0.0663,-14.48,-5.11,7.65,0.112,-0.034,0.403,5.14,0.00,-0.003,1,neutral,10.2,NEUTRAL,
100.498,1,1,-0.0080,0.2023,-0.4072,0.4548,0.0661,-18.34,-5.76,7.39,0.125,-0.028,0.402,5.18,0.00,0.001,1,neutral,10.2,NEUTRAL,
100.546,1,1,-0.0106,0.2002,-0.4047,0.4516,0.0729,-19.58,-5.60,5.12,0.143,-0.024,0.472,5.23,0.00,0.014,1,neutral,10.2,NEUTRAL,
100.595,1,1,-0.0115,0.2019,-0.4076,0.4551,0.0642,-18.34,-6.74,1.95,0.143,-0.024,0.611,5.28,0.00,-0.002,1,neutral,10.1,NEUTRAL,
100.641,1,1,-0.0046,0.2026,-0.4071,0.4548,0.0661,-2.63,-5.13,-0.09,0.123,-0.026,0.850,5.33,0.00,-0.001,1,neutral,10.1,NEUTRAL,
100.689,1,1,0.0111,0.2013,-0.4036,0.4512,0.0686,18.86,-6.77,-1.90,0.130,-0.018,1.084,5.38,0.00,0.014,1,neutral,10.0,NEUTRAL,
100.738,1,1,0.0323,0.2039,-0.4074,0.4567,0.0715,35.40,-7.40,-0.26,0.143,0.002,1.138,0.00,0.00,-0.011,0,neutral,10.1,NEUTRAL,
100.786,1,1,0.0492,0.2041,-0.4068,0.4578,0.0577,38.19,-8.53,0.03,0.133,-0.014,1.526,0.00,0.00,-0.014,0,neutral,10.2,NEUTRAL,
100.850,1,1,0.0556,0.2014,-0.4027,0.4537,0.0612,29.54,-8.75,-0.69,0.135,-0.024,1.338,0.00,0.00,0.002,0,neutral,10.5,NEUTRAL,
100.897,1,1,0.0494,0.1969,-0.3982,0.4470,0.0626,5.74,-0.48,1.66,0.113,-0.027,1.478,0.05,0.00,0.030,1,neutral,10.2,NEUTRAL,
100.945,1,1,0.0341,0.1940,-0.3976,0.4437,0.0622,-16.33,-2.59,0.07,0.117,-0.027,1.527,0.10,0.00,0.038,1,neutral,10.1,NEUTRAL,
100.994,1,1,0.0175,0.1952,-0.4028,0.4479,0.0759,-25.56,-3.25,-0.56,0.135,-0.023,1.475,0.14,0.00,0.013,1,neutral,10.3,NEUTRAL,
101.041,1,1,0.0098,0.1945,-0.4033,0.4478,0.0627,-16.97,-2.95,1.00,0.141,-0.022,1.310,0.19,0.00,0.011,1,neutral,10.2,NEUTRAL,
