t,det_l,det_r,x,y,z,dist,ipd,yaw,pitch,roll,arousal,valence,change,dwell,absent,approach,attending,state,det_ms,fsm_state,fsm_row
8.563,1,1,0.5902,0.4618,-0.2962,0.8058,0.0615,-5.20,-5.17,36.53,0.096,0.012,0.978,1.49,0.00,-0.068,1,neutral,10.1,NOTICING,
8.612,1,1,0.5825,0.4583,-0.2964,0.7982,0.0626,-4.32,-2.40,35.65,0.093,0.024,0.960,1.54,0.00,-0.024,1,neutral,10.2,NOTICING,
8.659,1,1,0.5725,0.4543,-0.2959,0.7885,0.0617,-5.26,-3.18,35.36,0.090,0.019,1.001,1.58,0.00,0.023,1,neutral,10.2,NEUTRAL,3
8.706,1,1,0.5626,0.4523,-0.2959,0.7802,0.0627,-5.35,-2.00,34.50,0.087,0.051,1.405,1.63,0.00,0.054,1,neutral,10.2,NEUTRAL,
8.771,1,1,0.5466,0.4464,-0.2925,0.7639,0.0619,-4.49,-1.50,32.76,0.086,0.045,1.498,1.70,0.00,0.093,1,neutral,10.6,NEUTRAL,
8.819,1,1,0.5356,0.4472,-0.2921,0.7564,0.0623,-6.05,-3.46,30.90,0.079,0.026,1.441,1.74,0.00,0.105,1,neutral,10.3,NEUTRAL,
8.867,1,1,0.5197,0.4442,-0.2891,0.7423,0.0623,-5.25,-2.94,29.98,0.075,0.025,1.353,1.79,0.00,0.143,1,neutral,10.2,NEUTRAL,
8.915,1,1,0.5012,0.4400,-0.2847,0.7252,0.0668,-6.19,-4.72,28.84,0.071,0.045,1.446,1.84,0.00,0.187,1,neutral,10.3,NEUTRAL,
8.963,1,1,0.4848,0.4387,-0.2818,0.7119,0.0654,-6.72,-5.31,27.88,0.065,0.057,1.237,1.89,0.00,0.204,1,neutral,10.2,NEUTRAL,
9.011,1,1,0.4664,0.4350,-0.2778,0.6957,0.0624,-7.16,-5.49,26.97,0.059,0.061,1.078,1.94,0.00,0.231,1,neutral,10.2,NEUTRAL,
9.058,1,1,0.4481,0.4305,-0.2738,0.6790,0.0633,-6.54,-4.86,26.01,0.054,0.044,1.189,1.98,0.00,0.255,1,neutral,10.2,NEUTRAL,
9.109,1,1,0.4307,0.4260,-0.2699,0.6632,0.0676,-7.25,-4.78,25.53,0.050,0.037,1.039,2.03,0.00,0.267,1,neutral,10.5,NEUTRAL,
9.170,1,1,0.4152,0.4224,-0.2664,0.6494,0.0657,-7.19,-4.79,24.51,0.048,0.024,0.931,2.09,0.00,0.258,1,neutral,10.1,NEUTRAL,
9.219,1,1,0.4012,0.4189,-0.2632,0.6370,0.0646,-7.00,-4.73,23.47,0.045,0.000,0.978,2.14,0.00,0.257,1,neutral,10.3,NEUTRAL,
9.269,1,1,0.3915,0.4194,-0.2627,0.6310,0.0642,-7.49,-5.54,23.14,0.044,-0.007,0.957,2.19,0.00,0.230,1,neutral,10.3,NEUTRAL,
9.314,1,1,0.3811,0.4167,-0.2604,0.6219,0.0642,-6.71,-6.16,22.62,0.043,0.019,1.317,2.24,0.00,0.224,1,neutral,10.1,NEUTRAL,
9.363,1,1,0.3733,0.4151,-0.2589,0.6154,0.0631,-5.69,-6.31,21.60,0.041,0.019,1.377,2.29,0.00,0.206,1,neutral,10.2,NEUTRAL,
9.410,1,1,0.3676,0.4132,-0.2572,0.6099,0.0629,-4.42,-6.73,20.55,0.042,0.022,1.154,2.34,0.00,0.188,1,neutral,10.2,NEUTRAL,
9.462,1,1,0.3644,0.4108,-0.2555,0.6057,0.0627,-1.59,-6.33,19.26,0.041,0.027,0.983,2.39,0.00,0.167,1,neutral,10.5,NEUTRAL,
9.522,1,1,0.3640,0.4093,-0.2543,0.6039,0.0639,-0.23,-6.64,18.10,0.040,0.028,0.838,2.45,0.00,0.139,1,neutral,9.8,NEUTRAL,
9.570,1,1,0.3655,0.4086,-0.2539,0.6042,0.0628,0.66,-6.45,17.75,0.040,0.031,0.721,2.50,0.00,0.110,1,neutral,10.1,NEUTRAL,
9.618,1,1,0.3690,0.4075,-0.2528,0.6051,0.0636,2.64,-6.38,16.82,0.039,0.023,0.756,2.54,0.00,0.084,1,neutral,10.4,NEUTRAL,
9.667,1,1,0.3755,0.4061,-0.2505,0.6072,0.0689,6.73,-7.66,14.78,0.044,0.053,1.203,2.59,0.00,0.059,1,neutral,10.3,NEUTRAL,
9.716,1,1,0.3899,0.4087,-0.2489,0.6173,0.0609,13.96,-8.66,12.35,0.050,0.093,1.248,2.64,0.00,0.006,1,neutral,10.4,NEUTRAL,
9.778,1,1,0.4172,0.4157,-0.2476,0.6389,0.0654,21.84,-13.02,7.07,0.061,0.081,1.537,2.70,0.00,-0.064,1,neutral,10.6,NEUTRAL,
9.827,1,1,0.4498,0.4239,-0.2467,0.6655,0.0707,29.25,-14.87,-0.10,0.064,0.122,2.053,0.00,0.00,-0.161,0,neutral,10.1,NEUTRAL,
9.874,1,1,0.4772,0.4240,-0.2427,0.6829,0.0482,35.81,-15.32,-5.57,0.100,0.190,2.497,0.00,0.00,-0.202,0,neutral,10.3,NEUTRAL,
9.924,1,1,0.5131,0.4290,-0.2408,0.7108,0.0562,38.50,-16.37,-5.92,0.113,0.243,2.233,0.00,0.00,-0.273,0,excited,10.5,NEUTRAL,
9.970,1,1,0.5324,0.4220,-0.2333,0.7183,0.1282,44.12,-15.43,-7.48,0.121,0.304,2.171,0.00,0.00,-0.251,0,excited,10.2,NEUTRAL,
10.019,1,1,0.5595,0.4187,-0.2287,0.7353,0.0822,43.74,-15.88,-7.58,0.105,0.291,2.752,0.00,0.00,-0.270,0,excited,10.2,NEUTRAL,
10.082,1,1,0.6622,0.4611,-0.2480,0.8442,0.2445,40.80,-9.79,-8.21,0.104,0.248,2.662,0.00,0.00,-0.566,0,excited,10.1,NEUTRAL,
10.131,1,1,0.8393,0.5475,-0.2830,1.0412,1.3396,41.13,-15.65,-0.69,0.103,0.275,3.087,0.00,0.00,-1.254,0,excited,10.2,NEUTRAL,
10.178,1,1,0.4517,0.2970,-0.1639,0.5649,2.9813,33.87,-1.63,2.13,0.149,0.250,3.569,0.00,0.00,1.013,0,excited,10.1,NEUTRAL,
10.227,1,1,0.3360,0.2118,-0.1233,0.4158,4.3531,30.11,-16.15,-3.04,0.189,0.181,3.685,0.00,0.00,1.420,0,excited,10.3,NEUTRAL,
10.274,0,1,0.3360,0.2118,-0.1233,0.4158,,30.03,-9.44,5.48,0.186,0.140,3.528,0.00,0.00,1.420,0,excited,9.7,NEUTRAL,
10.322,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.05,1.420,0,unknown,9.9,NEUTRAL,
10.362,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.09,1.420,0,unknown,2.6,NEUTRAL,
10.410,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.14,1.420,0,unknown,2.6,NEUTRAL,
10.459,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.19,1.420,0,unknown,2.7,NEUTRAL,
10.507,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.23,1.420,0,unknown,2.9,NEUTRAL,
10.554,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.28,1.420,0,unknown,2.7,NEUTRAL,
10.602,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.33,1.420,0,unknown,2.7,NEUTRAL,
10.650,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.38,1.420,0,unknown,2.7,NEUTRAL,
10.699,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.42,1.420,0,unknown,2.7,NEUTRAL,
10.762,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.49,1.420,0,unknown,2.9,NEUTRAL,
10.810,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.54,1.420,0,unknown,2.8,NEUTRAL,
10.859,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.59,1.420,0,unknown,2.8,NEUTRAL,
10.907,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.63,1.420,0,unknown,2.6,NEUTRAL,
10.956,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.68,1.420,0,unknown,2.7,NEUTRAL,
11.003,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.73,1.420,0,unknown,2.5,NEUTRAL,
11.051,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.78,1.420,0,unknown,2.6,NEUTRAL,
11.098,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.82,1.420,0,unknown,2.7,NEUTRAL,
11.146,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.87,1.420,0,unknown,2.6,NEUTRAL,
11.194,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.92,1.420,0,unknown,2.6,NEUTRAL,
11.242,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,0.97,1.420,0,unknown,2.5,NEUTRAL,
11.290,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.02,1.420,0,unknown,2.5,NEUTRAL,
11.338,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.06,1.420,0,unknown,2.6,NEUTRAL,
11.386,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.11,1.420,0,unknown,2.7,NEUTRAL,
11.435,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.16,1.420,0,unknown,2.9,NEUTRAL,
11.482,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.21,1.420,0,unknown,2.6,NEUTRAL,
11.530,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.26,1.420,0,unknown,2.6,NEUTRAL,
11.578,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.30,1.420,0,unknown,2.7,NEUTRAL,
11.626,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.35,1.420,0,unknown,2.5,NEUTRAL,
11.674,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.40,1.420,0,unknown,2.5,NEUTRAL,
11.722,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.45,1.420,0,unknown,2.6,NEUTRAL,
11.771,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.50,1.420,0,unknown,2.7,NEUTRAL,
11.818,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.54,1.420,0,unknown,2.5,NEUTRAL,
11.867,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.59,1.420,0,unknown,2.5,ALONE,16
11.916,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.64,1.420,0,unknown,2.6,ALONE,
11.979,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.70,1.420,0,unknown,2.9,ALONE,
12.027,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.75,1.420,0,unknown,2.6,ALONE,
12.074,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.80,1.420,0,unknown,2.7,ALONE,
12.122,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.85,1.420,0,unknown,2.5,ALONE,
12.170,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.90,1.420,0,unknown,2.7,ALONE,
12.219,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.94,1.420,0,unknown,2.7,ALONE,
12.268,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,1.99,1.420,0,unknown,2.7,ALONE,
12.314,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.04,1.420,0,unknown,2.6,ALONE,
12.378,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.10,1.420,0,unknown,2.7,ALONE,
12.427,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.15,1.420,0,unknown,2.8,ALONE,
12.476,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.20,1.420,0,unknown,2.7,ALONE,
12.523,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.25,1.420,0,unknown,2.8,ALONE,
12.571,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.30,1.420,0,unknown,2.9,ALONE,
12.617,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.34,1.420,0,unknown,2.7,ALONE,
12.668,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.39,1.420,0,unknown,3.0,ALONE,
12.715,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.44,1.420,0,unknown,2.5,ALONE,
12.780,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.51,1.420,0,unknown,2.8,ALONE,
12.827,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.55,1.420,0,unknown,2.6,ALONE,
12.874,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.60,1.420,0,unknown,2.7,ALONE,
12.922,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.65,1.420,0,unknown,2.6,ALONE,
12.972,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.70,1.420,0,unknown,2.7,ALONE,
13.018,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.74,1.420,0,unknown,2.5,ALONE,
13.067,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.79,1.420,0,unknown,2.7,ALONE,
13.115,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.84,1.420,0,unknown,2.6,ALONE,
13.178,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.90,1.420,0,unknown,2.8,ALONE,
13.226,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,2.95,1.420,0,unknown,2.4,ALONE,
13.274,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.00,1.420,0,unknown,2.7,ALONE,
13.322,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.05,1.420,0,unknown,2.6,ALONE,
13.370,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.10,1.420,0,unknown,2.7,ALONE,
13.418,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.14,1.420,0,unknown,2.5,ALONE,
13.466,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.19,1.420,0,unknown,2.6,ALONE,
13.514,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.24,1.420,0,unknown,2.8,ALONE,
13.578,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.30,1.420,0,unknown,3.1,ALONE,
13.626,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.35,1.420,0,unknown,2.5,ALONE,
13.675,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.40,1.420,0,unknown,2.6,ALONE,
13.722,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.45,1.420,0,unknown,2.7,ALONE,
13.770,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.50,1.420,0,unknown,2.7,ALONE,
13.819,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.55,1.420,0,unknown,2.8,ALONE,
13.867,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.59,1.420,0,unknown,2.6,ALONE,
13.915,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.64,1.420,0,unknown,2.7,ALONE,
13.979,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.70,1.420,0,unknown,2.9,ALONE,
14.027,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.75,1.420,0,unknown,2.7,ALONE,
14.076,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.80,1.420,0,unknown,2.5,ALONE,
14.122,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.85,1.420,0,unknown,2.7,ALONE,
14.170,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.90,1.420,0,unknown,2.5,ALONE,
14.218,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.94,1.420,0,unknown,2.7,ALONE,
14.267,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,3.99,1.420,0,unknown,2.7,ALONE,
14.314,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.04,1.420,0,unknown,2.6,ALONE,
14.362,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.09,1.420,0,unknown,2.7,ALONE,
14.410,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.14,1.420,0,unknown,2.7,ALONE,
14.458,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.18,1.420,0,unknown,2.6,ALONE,
14.506,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.23,1.420,0,unknown,2.8,ALONE,
14.553,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.28,1.420,0,unknown,2.7,ALONE,
14.602,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.33,1.420,0,unknown,2.5,ALONE,
14.650,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.38,1.420,0,unknown,2.5,ALONE,
14.698,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.42,1.420,0,unknown,2.6,ALONE,
14.746,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.47,1.420,0,unknown,2.7,ALONE,
14.795,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.52,1.420,0,unknown,2.6,ALONE,
14.843,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.57,1.420,0,unknown,2.6,ALONE,
14.891,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.62,1.420,0,unknown,2.5,ALONE,
14.939,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.66,1.420,0,unknown,2.8,ALONE,
14.986,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.71,1.420,0,unknown,2.8,ALONE,
15.035,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.76,1.420,0,unknown,2.6,ALONE,
15.083,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.81,1.420,0,unknown,2.7,ALONE,
15.131,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.86,1.420,0,unknown,2.6,ALONE,
15.194,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.92,1.420,0,unknown,2.8,ALONE,
15.243,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,4.97,1.420,0,unknown,2.6,ALONE,
15.290,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.02,1.420,0,unknown,2.4,ALONE,
15.339,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.07,1.420,0,unknown,2.7,ALONE,
15.386,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.11,1.420,0,unknown,2.7,ALONE,
15.434,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.16,1.420,0,unknown,2.7,ALONE,
15.482,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.21,1.420,0,unknown,2.5,ALONE,
15.530,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.26,1.420,0,unknown,2.8,ALONE,
15.594,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.32,1.420,0,unknown,2.8,ALONE,
15.643,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.37,1.420,0,unknown,2.8,ALONE,
15.690,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.42,1.420,0,unknown,2.4,ALONE,
15.739,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.47,1.420,0,unknown,2.7,ALONE,
15.787,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.51,1.420,0,unknown,2.6,ALONE,
15.834,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.56,1.420,0,unknown,2.5,ALONE,
15.882,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.61,1.420,0,unknown,2.6,ALONE,
15.930,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.66,1.420,0,unknown,2.8,ALONE,
15.994,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.72,1.420,0,unknown,2.9,ALONE,
16.044,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.77,1.420,0,unknown,2.9,ALONE,
16.090,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.82,1.420,0,unknown,2.5,ALONE,
16.139,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.86,1.420,0,unknown,2.9,ALONE,
16.186,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.91,1.420,0,unknown,2.8,ALONE,
16.235,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,5.96,1.420,0,unknown,2.6,ALONE,
16.283,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.01,1.420,0,unknown,2.8,ALONE,
16.330,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.06,1.420,0,unknown,2.6,ALONE,
16.394,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.12,1.420,0,unknown,2.9,ALONE,
16.442,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.17,1.420,0,unknown,2.6,ALONE,
16.489,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.22,1.420,0,unknown,2.6,ALONE,
16.540,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.27,1.420,0,unknown,2.8,ALONE,
16.586,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.31,1.420,0,unknown,2.8,ALONE,
16.634,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.36,1.420,0,unknown,2.7,ALONE,
16.682,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.41,1.420,0,unknown,2.9,ALONE,
16.730,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.46,1.420,0,unknown,2.8,ALONE,
16.796,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.52,1.420,0,unknown,3.1,ALONE,
16.843,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.57,1.420,0,unknown,2.8,ALONE,
16.890,0,0,0.3360,0.2118,-0.1233,0.4158,,nan,nan,nan,0.186,0.140,3.528,0.00,6.62,1.420,0,unknown,2.9,ALONE,
